"","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"8827","JURASSIC WORLD","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2015","2h4m","70","78"
"8828","JURASSIC WORLD: FALLEN KINGDOM","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","2018","2h8m","47","48"
"8829","THE JUROR","R","Drama, Mystery & Suspense","1996","1h56m","18","31"
"8830","JURY DUTY","PG-13","Comedy","1995","1h28m","0","26"
"8831","KÆRLIGHED PÅ FILM (JUST ANOTHER LOVE STORY)","R","Art House & International, Drama, Mystery & Suspense","2007","1h40m","74","82"
"8832","JUST 45 MINUTES FROM BROADWAY","R","Comedy, Drama, Special Interest","2012","1h52m","18","71"
"8833","JUST A KISS","R","Comedy, Romance","2002","1h29m","18","29"
"8834","JUST ANOTHER GIRL ON THE I.R.T.","R","Comedy, Drama","1993","1h32m","67","84"
"8835","JUST BEFORE I GO","R","Comedy, Drama",NA,"1h30m","10","59"
"8836","JUST BETWEEN FRIENDS","PG-13","Drama, Television, Romance","1986","1h51m","33","52"
"8837","JUST BURIED","PG","Comedy, Drama","2007","1h34m","33","36"
"8838","JUST CAUSE","R","Action & Adventure, Drama, Mystery & Suspense","1995","1h42m","26","46"
"8839","JUST CHARLIE","NR","Drama","2018","1h37m","100","82"
"8840","JUST DO IT: A TALE OF MODERN-DAY OUTLAWS","NR","Art House & International, Documentary, Special Interest","2011","1h28m","77","36"
"8841","JUST FRIENDS","PG-13","Comedy, Drama, Romance",NA,"1h34m","43","71"
"8842","JUST GETTING STARTED","PG-13","Action & Adventure, Comedy","2017","1h31m","4","10"
"8843","JUST GO WITH IT","PG-13","Comedy, Romance","2011","1h55m","19","59"
"8844","JUST LIKE A WOMAN","R","Art House & International, Drama","2013","1h30m","13","33"
"8845","JUST LIKE HEAVEN","PG-13","Comedy, Drama, Romance","2005","1h35m","55","75"
"8846","JUST LOOKING","R","Comedy",NA,"1h37m","45","64"
"8847","JUST MARRIED","PG-13","Comedy, Romance",NA,"1h34m","20","47"
"8848","JUST MERCY","PG-13","Drama","2020","2h16m","84","99"
"8849","JUST MY LUCK","PG-13","Comedy, Drama, Romance","2006","1h43m","14","48"
"8850","JUST ONE OF THE GUYS","PG-13","Comedy, Romance","1985","1h40m","45","65"
"8851","JUST VISITING","PG-13","Comedy","2001","1h28m","33","53"
"8852","JUST WRIGHT","PG","Comedy, Romance","2010","1h41m","46","61"
"8853","JUST WRITE","PG-13","Comedy, Romance","1997","1h44m","57","55"
"8854","JUSTICE","R","Documentary, Drama, Special Interest","2004","1h42m","67",NA
"8855","SEEKING JUSTICE","R","Action & Adventure, Drama, Mystery & Suspense","2012","1h45m","28","39"
"8856","JUSTICE LEAGUE","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","2017","1h59m","40","71"
"8857","JUSTICE LEAGUE DARK","R","Action & Adventure, Animation, Science Fiction & Fantasy",NA,"1h16m","78","69"
"8858","JUSTICE LEAGUE DARK: APOKOLIPS WAR","R","Action & Adventure",NA,"1h30m","100","91"
"8859","JUSTICE LEAGUE: GODS AND MONSTERS","PG-13","Action & Adventure",NA,"1h12m","88","71"
"8860","JUSTICE LEAGUE: THRONE OF ATLANTIS","PG-13","Action & Adventure, Animation",NA,"1h12m","57","63"
"8861","JUSTICE LEAGUE VS THE FATAL FIVE","PG-13","",NA,"1h17m","100","61"
"8862","JUSTICE LEAGUE: WAR","PG-13","Action & Adventure, Animation",NA,"1h19m","50","79"
"8863","JUSTIN AND THE KNIGHTS OF VALOUR","PG","Action & Adventure, Animation, Art House & International, Science Fiction & Fantasy",NA,"1h30m","13","35"
"8864","JUSTIN BIEBER: NEVER SAY NEVER","G","Documentary, Musical & Performing Arts","2011","1h45m","65","65"
"8865","JUSTIN BIEBER'S BELIEVE","PG","Documentary, Drama, Musical & Performing Arts","2013","1h31m","53","59"
"8866","JUSTIN TIMBERLAKE + THE TENNESSEE KIDS","NR","Documentary, Musical & Performing Arts",NA,"","100","73"
"8867","JUWANNA MANN","PG-13","Comedy","2002","1h31m","10","39"
"8868","K-19: THE WIDOWMAKER","PG-13","Action & Adventure, Drama, Mystery & Suspense","2002","2h18m","61","52"
"8869","K2","R","Action & Adventure, Drama, Special Interest","1992","1h51m","29","49"
"8870","K-9","PG-13","Action & Adventure, Comedy","1989","1h42m","22","44"
"8871","K-9: P.I.","PG-13","Action & Adventure, Comedy","2002","1h46m","0","37"
"8872","K-11","NR","Drama, Mystery & Suspense","2013","1h28m","20","43"
"8873","KABHI ALVIDA NAA KEHNA","NR","Art House & International, Drama, Musical & Performing Arts","2006","3h13m","58","68"
"8874","KABHI KHUSHI KABHIE GHAM","NR","Art House & International, Comedy, Drama, Kids & Family, Musical & Performing Arts, Romance","2001","3h29m","100","88"
"8875","KABLUEY","PG-13","Art House & International, Comedy","2007","1h26m","84","65"
"8876","KABOOM","NR","Comedy, Horror, Science Fiction & Fantasy","2011","1h26m","60","41"
"8877","KADOSH","NR","Art House & International, Comedy, Drama","2000","1h56m","89","71"
"8878","KAENA: THE PROPHECY","PG-13","Action & Adventure, Animation, Art House & International, Kids & Family, Science Fiction & Fantasy","2004","1h25m","7","44"
"8879","KAGEMUSHA","PG","Art House & International, Classics, Drama","1980","2h40m","88","92"
"8880","KALAMITY","R","Drama, Mystery & Suspense","2010","1h40m","0","31"
"8881","KALEIDOSCOPE","NR","Drama, Mystery & Suspense","2017","1h40m","64","42"
"8882","KALIFORNIA","R","Action & Adventure, Drama, Mystery & Suspense","1993","1h57m","59","64"
"8883","KAMA SUTRA: A TALE OF LOVE","R","Art House & International, Drama, Romance","1996","1h54m","40","71"
"8884","KAMP KATRINA","NR","Documentary, Special Interest","2007","1h13m","82","55"
"8885","KAMPAI! FOR THE LOVE OF SAKE","NR","Documentary","2016","1h35m","33","43"
"8886","KANGAROO JACK","PG","Action & Adventure, Comedy, Kids & Family","2003","1h29m","8","29"
"8887","KANSAS CITY","R","Drama, Mystery & Suspense","1996","1h55m","62","43"
"8888","KANSAS CITY CONFIDENTIAL (THE SECRET FOUR)","NR","Classics, Drama, Mystery & Suspense","1952","1h38m","85","76"
"8889","KAPO","NR","Action & Adventure, Art House & International, Drama","1959","1h56m","60","88"
"8890","THE KARATE KID","PG","Drama, Kids & Family","1984","2h6m","89","82"
"8891","THE KARATE KID","PG","Action & Adventure, Drama, Kids & Family","2010","2h20m","66","67"
"8892","THE KARATE KID PART II","PG","Action & Adventure, Comedy, Kids & Family","1986","1h53m","45","51"
"8893","MEN AT WORK","NR","Art House & International, Comedy, Drama","2006","1h15m","100","81"
"8894","KARL MARX CITY","NR","Art House & International, Documentary","2017","1h29m","96","71"
"8895","KART RACER","PG","Drama, Kids & Family","2002","1h34m","40","60"
"8896","KARTHIK CALLING KARTHIK (K.C.K.)","NR","Art House & International, Comedy, Drama, Mystery & Suspense","2010","2h15m","80","49"
"8897","KASSIM THE DREAM","NR","Documentary, Special Interest, Sports & Fitness","2009","1h27m","54","89"
"8898","KAT AND THE BAND","NR","Comedy",NA,"1h32m","60",NA
"8899","KATE & LEOPOLD","PG-13","Comedy, Science Fiction & Fantasy, Romance","2001","2h1m","50","62"
"8900","KATIE SAYS GOODBYE","NR","Drama","2019","1h28m","42","74"
"8901","KATT WILLIAMS: GREAT AMERICA","NR","Comedy",NA,"","80","62"
"8902","KATY PERRY: PART OF ME","PG","Documentary, Musical & Performing Arts","2012","1h34m","76","72"
"8903","KAZAAM","PG","Comedy, Kids & Family, Science Fiction & Fantasy","1996","1h33m","5","20"
"8904","KEANE","R","Drama, Mystery & Suspense","2005","1h32m","81","70"
"8905","KEANU","R","Action & Adventure, Comedy","2016","1h40m","77","55"
"8906","KEDI","NR","Documentary","2017","1h20m","98","85"
"8907","KEDMA","NR","Art House & International, Drama","2003","1h38m","31","59"
"8908","THE KEEP","R","Horror, Mystery & Suspense","1983","1h38m","40","43"
"8909","KEEP YOUR RIGHT UP (SOIGNE TA DROITE)","NR","Art House & International, Comedy, Drama","2001","1h22m","33","19"
"8910","KEEP ON KEEPIN' ON","R","Documentary, Musical & Performing Arts","2014","1h26m","98","88"
"8911","KEEP THE LIGHTS ON","NR","Drama, Gay & Lesbian","2012","1h43m","89","63"
"8912","KEEP THE RIVER ON YOUR RIGHT","R","Documentary, Special Interest","2000","1h30m","78","50"
"8913","KEEPING THE FAITH","PG-13","Comedy, Romance",NA,"2h7m","69","59"
"8914","KEEPING UP WITH THE JONESES","PG-13","Comedy","2016","1h40m","20","37"
"8915","KEEPING UP WITH THE STEINS","PG-13","Comedy","2006","1h30m","37","38"
"8916","KELLY & CAL","R","Comedy, Drama","2014","1h49m","71","53"
"8917","KELLY'S HEROES","PG","Action & Adventure, Classics, Comedy, Drama","1970","2h25m","78","88"
"8918","KEN JEONG: YOU COMPLETE ME, HO","NR","Comedy",NA,"","38",NA
"8919","THE KENNEL MURDER CASE","NR","Action & Adventure, Classics, Drama, Mystery & Suspense","1933","1h13m","83","67"
"8920","KENNY CHESNEY: SUMMER IN 3D","NR","Musical & Performing Arts, Special Interest","2010","","57","73"
"8921","THE KENTUCKIAN","G","Classics, Drama, Western","1955","1h44m","14","45"
"8922","THE KENTUCKY FRIED MOVIE","R","Comedy, Cult Movies","1977","1h30m","81","66"
"8923","KEPLER'S DREAM","NR","Drama, Kids & Family","2017","1h30m","56","78"
"8924","KES","PG-13","Art House & International, Classics, Drama","1969","1h49m","100","91"
"8925","KETTLE OF FISH","R","Comedy, Drama","2006","1h37m","18","23"
"8926","KEVIN HART: IRRESPONSIBLE","NR","Comedy",NA,"","100",NA
"8927","KEVIN HART: LAUGH AT MY PAIN","R","Comedy, Musical & Performing Arts, Special Interest",NA,"1h28m","71","84"
"8928","KEVIN HART: LET ME EXPLAIN","R","Comedy, Documentary, Musical & Performing Arts","2013","1h15m","61","72"
"8929","KEVIN HART: WHAT NOW?","R","Comedy","2016","1h36m","76","58"
"8930","KEVIN HART'S GUIDE TO BLACK HISTORY","NR","Comedy, Kids & Family",NA,"","80","67"
"8931","KEY LARGO","NR","Classics, Drama, Mystery & Suspense","1948","1h41m","97","88"
"8932","KEYHOLE","R","Art House & International, Drama, Mystery & Suspense","2012","1h34m","68","39"
"8933","KHAKEE (THE UNIFORM)","NR","Art House & International, Drama","2004","3h0m","100","78"
"8934","KHARTOUM","NR","Action & Adventure, Classics, Drama","1966","2h14m","100","65"
"8935","KHATTA MEETHA","NR","Romance","2010","2h37m","17","33"
"8936","KHODORKOVSKY","NR","Documentary, Special Interest","2011","1h51m","90","71"
"8937","KHUMBA","NR","Action & Adventure, Animation, Kids & Family","2013","1h25m","44","43"
"8938","KHYI RGAN (OLD DOG)","NR","Documentary, Drama",NA,"1h28m","100",NA
"8939","KICK-ASS 2","R","Action & Adventure, Comedy","2013","1h43m","32","57"
"8940","KICKBOXER 2: THE ROAD BACK","R","Action & Adventure","1990","1h29m","20","31"
"8941","KICKBOXER: RETALIATION","R","Action & Adventure, Drama","2018","1h50m","92","69"
"8942","KICKBOXER: VENGEANCE","NR","Action & Adventure, Drama","2016","1h30m","39","43"
"8943","KICKING & SCREAMING","PG","Comedy, Kids & Family","2005","1h34m","41","43"
"8944","KICKING IT","NR","Documentary, Drama, Special Interest, Sports & Fitness","2008","1h38m","53","71"
"8945","KICKS","R","Action & Adventure, Drama","2016","1h24m","87","73"
"8946","KID CANNABIS","NR","Drama","2014","1h50m","71","64"
"8947","A KID IN KING ARTHUR'S COURT","PG","Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy","1995","1h29m","5","27"
"8948","THE KID STAYS IN THE PICTURE","R","Documentary, Drama, Special Interest, Television","2002","1h33m","91","80"
"8949","KIDNAP","R","Action & Adventure, Drama, Mystery & Suspense","2017","1h22m","36","50"
"8950","KIDNAPPED","NR","Art House & International, Drama, Mystery & Suspense","2011","1h25m","44","49"
"8951","KIDNAPPING MR. HEINEKEN","R","Action & Adventure, Drama, Mystery & Suspense","2015","1h35m","19","24"
"8952","KIDS FOR CASH","PG-13","Documentary, Drama, Special Interest","2014","1h42m","92","73"
"8953","KIKA","R","Art House & International, Comedy, Drama",NA,"1h55m","60","71"
"8954","KIKI","NR","Documentary","2017","1h35m","82","52"
"8955","KIKI'S DELIVERY SERVICE","G","Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","1989","1h43m","98","88"
"8956","KIKUJIRO","PG-13","Art House & International, Comedy, Drama",NA,"2h2m","61","92"
"8957","KILIMANJARO: TO THE ROOF OF AFRICA","NR","Documentary, Special Interest","2002","0h40m","90","39"
"8958","KILL BILL: VOLUME 1","R","Action & Adventure, Mystery & Suspense","2003","1h50m","85","81"
"8959","KILL BILL: VOLUME 2","R","Action & Adventure, Comedy, Drama","2004","2h17m","84","89"
"8960","KILL COMMAND","NR","Action & Adventure, Drama, Science Fiction & Fantasy","2016","1h39m","75","45"
"8961","KILL LIST","NR","Horror, Mystery & Suspense",NA,"1h34m","78","58"
"8962","KILL ME THREE TIMES","R","Mystery & Suspense","2015","1h30m","16","30"
"8963","KILL ORDER","NR","Action & Adventure, Science Fiction & Fantasy","2018","1h17m","25","45"
"8964","KILL RATIO","NR","Action & Adventure, Drama","2016","1h27m","0","18"
"8965","KILL SWITCH","R","Drama, Science Fiction & Fantasy","2017","1h31m","9","20"
"8966","KILL THE IRISHMAN","R","Action & Adventure, Drama, Mystery & Suspense","2011","1h46m","62","67"
"8967","KILL THE MESSENGER","R","Drama, Mystery & Suspense","2014","1h52m","77","69"
"8968","KILL THE MONSTERS","NR","Comedy, Drama, Gay & Lesbian",NA,"1h17m","100",NA
"8969","KILL THE POOR","NR","Art House & International, Comedy, Drama","2006","1h24m","25","33"
"8970","KILL YOUR DARLINGS","R","Drama, Mystery & Suspense, Romance","2013","1h42m","77","60"
"8971","KILL YOUR FRIENDS","NR","Comedy, Drama, Mystery & Suspense","2016","1h43m","23","33"
"8972","KILL ZONE 2 (SAAT PO LONG 2)","NR","Action & Adventure, Art House & International, Drama, Mystery & Suspense","2016","2h0m","100","64"
"8973","KILLER BEES","NR","Documentary","2018","1h25m","80","80"
"8974","KILLER ELITE","R","Action & Adventure, Mystery & Suspense","2011","1h57m","27","42"
"8975","THE KILLER IS LOOSE","PG","Classics, Drama, Mystery & Suspense","1956","1h13m","60","37"
"8976","KILLER JOE","R","Comedy, Mystery & Suspense","2012","1h41m","79","61"
"8977","KILLER KATE!","NR","Horror","2018","1h20m","71","57"
"8978","KILLER KLOWNS FROM OUTER SPACE","PG-13","Comedy, Horror, Science Fiction & Fantasy","1988","1h30m","75","59"
"8979","KILLER ME","NR","Art House & International, Drama, Horror, Mystery & Suspense","2001","1h20m","50",NA
"8980","THE KILLER SHREWS","PG","Drama, Horror, Science Fiction & Fantasy","1959","1h9m","50","24"
"8981","KILLERMAN","R","Action & Adventure, Drama, Mystery & Suspense","2019","1h52m","26","63"
"8982","KILLERS","PG-13","Action & Adventure, Comedy, Romance","2010","1h40m","10","41"
"8983","KILLERS","NR","Action & Adventure, Drama, Mystery & Suspense","2015","2h17m","73","65"
"8984","KILLERS ANONYMOUS","R","Action & Adventure, Mystery & Suspense","2019","1h36m","0","17"
"8985","KILLER'S KISS","NR","Classics, Drama, Mystery & Suspense","1955","1h7m","86","58"
"8986","THE KILLING","NR","Drama, Mystery & Suspense","1956","1h23m","98","92"
"8987","KILLING BONO","R","Art House & International, Comedy","2011","1h54m","56","47"
"8988","THE KILLING FIELDS","R","Art House & International, Drama","1984","2h21m","93","92"
"8989","KILLING FOR LOVE (DAS VERSPRECHEN)","NR","Art House & International, Documentary","2017","2h10m","100","77"
"8990","KILLING GROUND","NR","Art House & International, Drama, Mystery & Suspense","2017","1h28m","75","45"
"8991","KILLING GUNTHER","R","Action & Adventure, Comedy","2017","1h32m","48","28"
"8992","KILLING JESUS","NR","Documentary",NA,"1h30m","43","29"
"8993","KILLING KENNEDY","NR","Drama",NA,"1h30m","56","42"
"8994","KILLING ME SOFTLY","R","Art House & International, Drama, Mystery & Suspense, Romance","2003","1h40m","0","41"
"8995","THE KILLING OF A CHINESE BOOKIE","R","Drama","1976","1h49m","79","83"
"8996","KILLING SEASON","R","Mystery & Suspense","2013","1h30m","10","29"
"8997","KILLING THEM SAFELY (TOM SWIFT AND HIS ELECTRIC RIFLE)","NR","Documentary","2015","1h40m","91","53"
"8998","KILLING THEM SOFTLY","R","Comedy, Drama, Mystery & Suspense","2012","1h37m","73","44"
"8999","KILLING ZOE","R","Action & Adventure, Drama, Mystery & Suspense","1994","1h36m","36","64"
"9000","KILLSHOT","R","Action & Adventure, Drama, Mystery & Suspense","2008","1h24m","33","28"
"9001","KIM","G","Action & Adventure, Classics, Drama, Kids & Family","1951","1h53m","78","57"
"9002","KIN","PG-13","Action & Adventure, Science Fiction & Fantasy",NA,"1h42m","34","54"
"9003","KIND HEARTS AND CORONETS","NR","Classics, Comedy, Drama","1949","1h44m","100","94"
"9004","KINDERGARTEN COP","PG-13","Action & Adventure, Comedy, Cult Movies, Mystery & Suspense","1990","1h51m","51","52"
"9005","KINDERGARTEN COP 2","PG-13","Comedy","2016","1h40m","29","24"
"9006","KING AND COUNTRY","NR","Drama","1965","1h26m","86","78"
"9007","KING ARTHUR: LEGEND OF THE SWORD","PG-13","Action & Adventure, Drama","2017","2h6m","30","69"
"9008","KING CHARLES III ON MASTERPIECE","NR","Drama","2017","1h30m","100","45"
"9009","KING COBRA","NR","Drama","2016","1h32m","49","32"
"9010","KING CREOLE","PG","Classics, Drama, Musical & Performing Arts","1958","1h56m","100","83"
"9011","KING DAVID","PG-13","Art House & International, Classics, Drama","1985","1h54m","8","42"
"9012","KING GEORGES","NR","Documentary","2016","1h17m","100","55"
"9013","KING IN THE WILDERNESS","NR","Documentary","2018","1h51m","100","95"
"9014","KING JACK","NR","Action & Adventure, Drama","2016","1h21m","94","72"
"9015","KING KONG","PG-13","Action & Adventure","2005","3h7m","84","50"
"9016","KING OF CALIFORNIA","PG-13","Art House & International, Comedy, Drama","2007","1h33m","63","64"
"9017","KING OF DEVIL'S ISLAND","NR","Action & Adventure, Art House & International, Drama","2011","1h52m","94","88"
"9018","KING OF HEARTS","NR","Classics, Comedy","1967","1h42m","89","88"
"9019","THE KING OF KONG: A FISTFUL OF QUARTERS","PG-13","Documentary, Special Interest, Sports & Fitness","2007","1h19m","97","93"
"9020","THE KING OF MARVIN GARDENS","R","Classics, Drama, Mystery & Suspense","1972","1h44m","69","58"
"9021","KING OF NEW YORK","R","Action & Adventure, Drama","1990","1h44m","73","77"
"9022","KING OF THE ANTS","R","Action & Adventure, Drama, Romance",NA,"",NA,NA
"9023","KING OF THE GYPSIES","R","Drama","1978","1h52m","86","66"
"9024","KING OF THIEVES","R","Drama","2019","1h48m","34","27"
"9025","KING RALPH","PG","Comedy","1991","1h37m","27","27"
"9026","KINGDOM COME","PG","Comedy, Drama","2001","1h34m","28","72"
"9027","KINGDOM OF HEAVEN","R","Action & Adventure, Classics, Drama","2005","2h25m","39","72"
"9028","KINGDOM OF US","NR","Documentary","2017","1h49m","100","82"
"9029","KINGS","R","Drama, Mystery & Suspense","2018","1h27m","13","35"
"9030","KINGS OF PASTRY","NR","Documentary, Special Interest","2010","1h24m","86","69"
"9031","KINGS OF THE EVENING","PG","Drama","2010","1h40m","73","57"
"9032","KING'S RANSOM","PG-13","Comedy","2005","1h37m","2","32"
"9033","KINGS ROW","NR","Classics, Drama, Mystery & Suspense, Romance","1942","2h7m","100","76"
"9034","KINGSGLAIVE: FINAL FANTASY XV","PG-13","Action & Adventure, Animation, Art House & International, Drama","2016","1h50m","12","68"
"9035","KINGSMAN: THE GOLDEN CIRCLE","R","Action & Adventure, Comedy","2017","2h21m","51","64"
"9036","KINGSMAN: THE SECRET SERVICE","R","Mystery & Suspense","2015","2h9m","74","84"
"9037","KINK","NR","Documentary, Special Interest","2014","1h20m","88","52"
"9038","KINKY BOOTS","PG-13","Comedy, Drama","2006","1h47m","56","74"
"9039","KINSEY","R","Drama","2004","1h58m","90","75"
"9040","KIRK CAMERON'S SAVING CHRISTMAS","PG","Kids & Family","2014","1h20m","0","30"
"9041","WINTER SLEEP","PG","Drama","2014","3h16m","87","83"
"9042","KISS ME KATE","NR","Classics, Comedy, Musical & Performing Arts","1953","1h49m","91","67"
"9043","KISS THE BRIDE","R","Comedy, Drama","2002","1h29m","33","41"
"9044","KISS KISS, BANG BANG","R","Comedy, Drama, Romance","2005","1h42m","86","87"
"9045","KISS ME AGAIN","R","Comedy, Drama",NA,"1h43m","0","44"
"9046","KISS ME, STUPID","PG-13","Classics, Comedy, Romance","1964","2h6m","73","66"
"9047","KISS OF THE DAMNED","R","Drama, Horror","2013","1h36m","60","38"
"9048","KISS OF THE DRAGON","R","Action & Adventure, Drama, Mystery & Suspense","2001","1h37m","52","68"
"9049","KISS OF THE SPIDER WOMAN","R","Art House & International, Drama","1985","1h59m","87","81"
"9050","KISS OF THE VAMPIRE","R","Classics, Drama, Horror","1963","1h28m","88","62"
"9051","KISS THE BRIDE","R","Comedy, Romance, Gay & Lesbian","2008","1h55m","38","45"
"9052","KISS THE GIRLS","R","Drama, Mystery & Suspense","1997","2h0m","31","62"
"9053","KISS THE WATER","NR","Documentary, Special Interest",NA,"1h20m","87","53"
"9054","KISSES AND CAROMS","R","Comedy","2006","1h21m","40","22"
"9055","KISSING JESSICA STEIN","R","Comedy, Romance","2002","1h34m","83","65"
"9056","KIT KITTREDGE: AN AMERICAN GIRL","G","Comedy, Drama, Kids & Family","2008","1h40m","80","69"
"9057","SOUL KITCHEN","NR","Comedy","2010","1h39m","73","74"
"9058","KITCHEN STORIES","PG","Art House & International, Comedy, Drama","2004","1h35m","91","86"
"9059","KITE","R","Action & Adventure","2014","1h30m","0","18"
"9060","THE KITE RUNNER","PG-13","Drama","2007","2h8m","65","84"
"9061","KITES","PG","Action & Adventure, Drama, Mystery & Suspense, Romance","2010","2h13m","72","53"
"9062","KITTY FOYLE","NR","Classics, Drama, Romance","1940","1h48m","80","72"
"9063","THE KLANSMAN","R","Classics, Drama, Mystery & Suspense","1974","1h52m","22","26"
"9064","KLAUS","PG","Animation, Comedy, Kids & Family, Science Fiction & Fantasy","2019","1h38m","94","97"
"9065","KLITSCHKO","NR","Documentary, Sports & Fitness","2011","1h56m","84","84"
"9066","THE TRAP (KLOPKA)","NR","Art House & International, Comedy, Drama, Mystery & Suspense","2007","1h46m","60","87"
"9067","KLOVN: THE MOVIE (KLOWN)","R","Comedy","2012","1h31m","73","68"
"9068","KLOWN FOREVER (KLOVN FOREVER)","R","Art House & International, Comedy, Drama","2016","1h39m","59","47"
"9069","KLUTE","R","Classics, Drama, Mystery & Suspense, Romance","1971","1h54m","93","80"
"9070","KNIFE IN THE WATER","NR","Art House & International, Drama","1962","1h34m","100","85"
"9071","KNIFE FIGHT","R","Comedy, Drama","2013","1h39m","28","26"
"9072","KNIGHT & DAY","PG-13","Action & Adventure, Comedy","2010","1h49m","52","49"
"9073","KNIGHT OF CUPS","R","Drama, Romance","2016","1h58m","47","37"
"9074","KNIGHTRIDERS","R","Action & Adventure, Drama","1981","2h25m","77","61"
"9075","KNIGHTS OF BADASSDOM","R","Action & Adventure, Comedy, Horror, Science Fiction & Fantasy","2014","1h25m","63","37"
"9076","KNIGHTS OF THE ROUND TABLE","G","Action & Adventure, Classics, Drama","1954","1h55m","67","43"
"9077","A KNIGHT'S TALE","PG-13","Action & Adventure, Drama, Romance","2001","2h12m","59","79"
"9078","KNIVES AND SKIN","NR","Drama","2019","1h52m","68","34"
"9079","KNIVES OUT","PG-13","Drama, Mystery & Suspense","2019","2h10m","97","92"
"9080","KNOCK DOWN THE HOUSE","PG","Documentary","2019","1h26m","99","20"
"9081","KNOCK KNOCK","R","Drama, Horror, Mystery & Suspense","2015","1h39m","37","20"
"9082","KNOCK OFF","R","Action & Adventure, Art House & International","1998","1h31m","8","25"
"9083","KNOCKAROUND GUYS","R","Action & Adventure, Comedy, Drama","2002","1h27m","21","51"
"9084","KNOCKED UP","R","Comedy, Romance","2007","2h9m","90","83"
"9085","KNOW HOW","NR","Drama, Musical & Performing Arts","2015","1h46m","50","67"
"9086","KNOWING","PG-13","Drama, Mystery & Suspense, Science Fiction & Fantasy","2009","1h55m","33","42"
"9087","KNUCKLE","R","Art House & International, Documentary, Drama","2011","1h33m","93","67"
"9088","KNUCKLEBALL!","NR","Documentary, Sports & Fitness",NA,"1h34m","94","84"
"9089","KNUCKLEHEAD","PG-13","Comedy, Drama","2010","1h40m","10","35"
"9090","KNUTE ROCKNE---ALL AMERICAN","NR","Classics, Drama","1940","1h38m","88","61"
"9091","KOCH","NR","Documentary, Special Interest","2013","1h38m","90","76"
"9092","KODACHROME","NR","Drama",NA,"1h40m","70","69"
"9093","KOI... MIL GAYA (I FOUND SOMEONE)","G","Art House & International, Drama, Science Fiction & Fantasy","2003","2h52m","75","76"
"9094","KOLOBOS","R","Horror","1999","1h33m","60","62"
"9095","KOLYA","PG-13","Art House & International, Comedy, Drama","1997","1h45m","96","92"
"9096","KON TIKI","PG-13","Drama","2013","1h58m","81","77"
"9097","KONG: SKULL ISLAND","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2017","1h58m","75","69"
"9098","CONTROL (KONTROLL)","R","Action & Adventure, Art House & International, Drama, Mystery & Suspense","2005","1h45m","82","89"
"9099","KORENGAL","R","Documentary, Special Interest","2014","1h30m","86","64"
"9100","KORKORO","NR","Art House & International, Drama","2011","1h51m","75","68"
"9101","KOYAANISQATSI - LIFE OUT OF BALANCE","NR","Documentary, Special Interest","1983","1h27m","90","91"
"9102","K-PAX","PG-13","Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy","2001","2h0m","42","75"
"9103","KRAMER VS. KRAMER","PG","Drama","1979","1h44m","88","89"
"9104","KRAMPUS","PG-13","Horror","2015","","66","51"
"9105","THE KRAYS","R","Action & Adventure, Drama",NA,"1h59m","81","80"
"9106","THE KREUTZER SONATA","R","Drama, Mystery & Suspense","2009","1h39m","56","44"
"9107","DIE NIBELUNGEN: KRIEMHILDS RACHE (KRIEMHILD'S REVENGE)","NR","Drama, Science Fiction & Fantasy","1924","1h23m","83","85"
"9108","KRIPPENDORF'S TRIBE","PG-13","Comedy, Kids & Family","1998","1h34m","16","24"
"9109","KRIS (CRISIS)","NR","Art House & International, Drama","1946","1h34m","40","40"
"9110","KRONK'S NEW GROOVE","G","Animation, Kids & Family","2005","1h12m","0","43"
"9111","KRRISH","NR","Action & Adventure, Art House & International, Drama","2006","2h52m","88","72"
"9112","KRRISH 3","NR","Action & Adventure, Art House & International, Science Fiction & Fantasy, Romance","2013","2h15m","71","52"
"9113","KRULL","PG","Action & Adventure, Science Fiction & Fantasy","1983","1h57m","32","51"
"9114","KRUSH GROOVE","R","Drama, Musical & Performing Arts","1985","1h34m","43","81"
"9115","KRYSTAL","R","Comedy, Drama","2018","1h33m","14","44"
"9116","KUBO AND THE TWO STRINGS","PG","Action & Adventure, Animation, Science Fiction & Fantasy","2016","1h42m","97","86"
"9117","KUFFS","PG-13","Action & Adventure, Comedy",NA,"1h41m","28","48"
"9118","KULL THE CONQUEROR","PG-13","Action & Adventure, Science Fiction & Fantasy","1997","1h31m","25","24"
"9119","KUMARÉ","NR","Documentary, Drama, Special Interest","2012","1h24m","60","82"
"9120","KUMIKO, THE TREASURE HUNTER","NR","Drama","2015","1h44m","88","62"
"9121","KUNDO: AGE OF THE RAMPANT","NR","Action & Adventure","2014","2h17m","82","68"
"9122","KUNG FU HUSTLE","R","Action & Adventure, Art House & International, Comedy, Drama, Romance","2005","1h39m","90","89"
"9123","KUNG FU KILLER","NR","Action & Adventure, Art House & International, Mystery & Suspense","2015","1h40m","75","57"
