"","rotten_tomatoes_link","movie_title","content_rating","genres","original_release_date","streaming_release_date","runtime","tomatometer_status","tomatometer_rating","audience_status","audience_rating"
"15191","m/the_hunt_2012","The Hunt","NR","Horror","2012-07-24","2017-01-16",74,"Fresh",83,"",NA
"15192","m/the_hunt_2013","The Hunt (Jagten)","R","Drama","2013-07-12","2017-02-04",110,"Certified-Fresh",93,"Upright",93
"15193","m/the_hunt_2020","The Hunt","R","Action & Adventure, Horror, Mystery & Suspense","2020-03-13","2020-03-20",90,"Rotten",57,"",66
"15194","m/the_hunter_2012","The Hunter","R","Art House & International, Drama","2012-04-06","2016-11-18",100,"Fresh",72,"Upright",62
"15195","m/the_hunters_prayer","The Hunter's Prayer","R","Action & Adventure, Drama, Mystery & Suspense","2017-06-09","2017-08-08",91,"Rotten",33,"Spilled",23
"15196","m/the_hunting_ground_2015","The Hunting Ground","PG-13","Documentary","2015-02-27","2016-12-01",102,"Certified-Fresh",93,"Upright",85
"15197","m/the_hunting_of_the_president","The Hunting of the President","NR","Documentary, Special Interest","2004-06-01","2016-10-06",88,"Fresh",74,"Spilled",53
"15198","m/the_hunting_party","The Hunting Party","R","Action & Adventure, Art House & International, Classics, Western","1971-05-26","2016-11-30",108,"Rotten",20,"Spilled",54
"15199","m/the_huntsman_winters_war","The Huntsman: Winter's War","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","2016-04-22","2016-08-03",114,"Rotten",19,"Spilled",45
"15200","m/the_hurricane_heist","The Hurricane Heist","PG-13","Action & Adventure, Drama, Mystery & Suspense","2018-03-09","2018-05-29",103,"Rotten",47,"Spilled",23
"15201","m/the_hurt_locker","The Hurt Locker","R","Action & Adventure, Drama","2009-06-26","2015-07-22",127,"Certified-Fresh",97,"Upright",84
"15202","m/the_hustle_2019","The Hustle","PG-13","Comedy","2019-05-10","2019-08-06",94,"Rotten",13,"Spilled",43
"15203","m/the_ice_cream_truck","The Ice Cream Truck","NR","Comedy, Horror","2017-08-18","2017-08-18",96,"Fresh",72,"Spilled",36
"15204","m/the_iceman_2013","The Iceman","R","Drama, Mystery & Suspense","2013-05-03","2017-05-22",105,"Fresh",66,"Upright",62
"15205","m/the_identical","The Identical","PG","Drama","2014-09-05","2015-11-05",107,"Rotten",6,"Upright",62
"15206","m/the_ides_of_march","The Ides of March","R","Drama, Mystery & Suspense","2011-10-07","2013-06-07",100,"Certified-Fresh",84,"Upright",73
"15207","m/the_illusionist-2009","The Illusionist (L'illusionniste)","PG","Animation, Art House & International, Comedy, Drama","2010-12-25","2014-01-14",90,"Certified-Fresh",90,"Upright",79
"15208","m/the_imaginarium_of_doctor_parnassus","The Imaginarium of Doctor Parnassus","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2009-12-25","2012-04-16",122,"Fresh",64,"Upright",60
"15209","m/the_imitation_game","The Imitation Game","PG-13","Drama, Mystery & Suspense","2014-11-28","2016-11-30",113,"Certified-Fresh",89,"Upright",91
"15210","m/the_immigrant_2014","The Immigrant","R","Drama, Romance","2014-05-16","2016-12-05",117,"Certified-Fresh",85,"Upright",60
"15211","m/the_immortalists","The Immortalists","NR","Documentary, Drama","2014-11-28","2016-08-10",78,"Fresh",67,"Upright",69
"15212","m/the_impossible_2012","The Impossible","PG-13","Action & Adventure, Drama","2012-12-21","2015-11-21",114,"Certified-Fresh",81,"Upright",84
"15213","m/the_imposter_2012","The Imposter","R","Documentary, Special Interest","2012-07-13","2017-03-17",95,"Certified-Fresh",95,"Upright",78
"15214","m/the_in_laws_1979","The In-Laws","PG-13","Action & Adventure, Comedy, Mystery & Suspense","1979-06-01","2013-10-02",103,"Fresh",88,"Upright",83
"15215","m/the_inbetweeners","The Inbetweeners","R","Art House & International, Comedy","2012-09-07","2014-05-08",97,"Rotten",53,"Upright",70
"15216","m/the_incomparable_rose_hartman","The Incomparable Rose Hartman","NR","Documentary","2017-06-02","2017-08-30",71,"Fresh",75,"",NA
"15217","m/the_incredible_burt_wonderstone","The Incredible Burt Wonderstone","PG-13","Comedy","2013-03-15","2015-12-15",100,"Rotten",38,"Spilled",33
"15218","m/the_incredible_hulk","The Incredible Hulk","PG-13","Action & Adventure, Science Fiction & Fantasy","2008-06-12","2014-02-12",112,"Fresh",67,"Upright",70
"15219","m/the_incredible_jessica_james","The Incredible Jessica James","NR","Comedy","","2017-07-29",85,"Certified-Fresh",88,"Upright",66
"15220","m/the_incredible_mr_limpet_1964","The Incredible Mr. Limpet","G","Animation, Comedy, Kids & Family","1964-01-01","2016-01-23",102,"Rotten",40,"Upright",60
"15221","m/the_incredibly_true_adventure_of_two_girls_in_love","The Incredibly True Adventure of Two Girls in Love","R","Art House & International, Comedy, Drama, Romance, Gay & Lesbian","1995-06-16","2004-05-04",94,"Fresh",64,"Upright",69
"15222","m/the_indian_runner","The Indian Runner","R","Drama","1991-06-01","2017-04-18",126,"Fresh",74,"Upright",81
"15223","m/the_inevitable_defeat_of_mister_and_pete","The Inevitable Defeat of Mister & Pete","R","Drama","2013-10-11","2015-10-15",108,"Fresh",86,"Upright",88
"15224","m/the_infidel","The Infidel","NR","Comedy","2010-05-05","2016-03-30",104,"Fresh",60,"Spilled",45
"15225","m/the_infiltrator","The Infiltrator","R","Drama","2016-07-13","2016-10-11",127,"Fresh",72,"Upright",71
"15226","m/the_infiltrators","The Infiltrators","NR","Drama","2020-05-01","2020-05-29",95,"Fresh",87,"Upright",67
"15227","m/the_influence_2019","The Influence (La influencia)","NR","Horror","","",NA,"Rotten",0,"Spilled",26
"15228","m/the_inhabitants","The Inhabitants","NR","Horror, Mystery & Suspense","","2017-01-03",90,"Fresh",71,"Spilled",12
"15229","m/the_innkeepers","The Innkeepers","R","Horror, Mystery & Suspense","2012-02-03","2016-02-26",101,"Certified-Fresh",79,"Spilled",42
"15230","m/the_innocent_1979","The Innocent (L'innocente)","R","Art House & International, Drama, Romance","1979-01-11","2020-07-12",125,"Fresh",79,"Upright",81
"15231","m/the_institute_2017","The Institute","R","Drama, Horror","2017-03-03","2017-04-04",90,"Rotten",0,"Spilled",14
"15232","m/the_insult","The Insult (L'insulte)","R","Drama","2018-01-12","2018-04-24",113,"Certified-Fresh",87,"Upright",89
"15233","m/the_intended","The Intended","R","Drama","2004-06-17","2016-03-22",112,"Rotten",33,"Spilled",36
"15234","m/the_intern","The Intern","PG-13","Comedy","2015-09-25","2015-12-22",121,"Fresh",60,"Upright",73
"15235","m/the_internets_own_boy_the_story_of_aaron_swartz","The Internet's Own Boy: The Story of Aaron Swartz","R","Documentary, Special Interest","2014-06-27","2016-01-26",105,"Certified-Fresh",93,"Upright",91
"15236","m/the_internship_2013","The Internship","PG-13","Comedy, Drama","2013-06-07","2015-11-18",119,"Rotten",35,"Spilled",51
"15237","m/the_interrupters_2011","The Interrupters","NR","Documentary, Special Interest","2011-07-29","2016-03-01",125,"Certified-Fresh",99,"Upright",82
"15238","m/the_intervention","The Intervention","R","Comedy, Drama","2016-08-26","2016-08-26",90,"Certified-Fresh",78,"Spilled",49
"15239","m/the_interview_2014","The Interview","R","Comedy","2014-12-25","2015-03-03",111,"Rotten",52,"Spilled",48
"15240","m/the_intouchables","The Intouchables","R","Art House & International, Comedy, Drama, Special Interest","2012-05-25","2015-10-21",110,"Certified-Fresh",75,"Upright",93
"15241","m/the_intruder_2019","The Intruder","PG-13","Mystery & Suspense","2019-05-03","2019-07-16",102,"Rotten",33,"Upright",69
"15242","m/the_intruders_2015","The Intruders","PG-13","Action & Adventure, Mystery & Suspense","","2016-09-14",90,"Rotten",17,"Spilled",21
"15243","m/the_inventor_out_for_blood_in_silicon_valley","The Inventor: Out for Blood in Silicon Valley","NR","Documentary","","2019-11-18",119,"Certified-Fresh",78,"Upright",73
"15244","m/the_invisible_man_2020","The Invisible Man","R","Horror, Mystery & Suspense, Science Fiction & Fantasy","2020-02-28","2020-03-20",124,"Certified-Fresh",91,"",88
"15245","m/the_invisible_war","The Invisible War","NR","Documentary, Special Interest","2012-06-22","2016-08-10",95,"Certified-Fresh",99,"Upright",84
"15246","m/the_invisible_woman_2013","The Invisible Woman","R","Drama","2013-12-25","2014-04-15",111,"Certified-Fresh",75,"Spilled",44
"15247","m/the_invitation","The Invitation","NR","Mystery & Suspense","2016-04-08","2016-08-10",99,"Certified-Fresh",88,"Upright",69
"15248","m/the_iran_job","The Iran Job","NR","Documentary, Special Interest, Sports & Fitness","2013-06-07","2016-08-10",90,"Fresh",90,"Upright",76
"15249","m/the_irishman","The Irishman","R","Drama, Mystery & Suspense","2019-11-01","2019-11-27",209,"Certified-Fresh",96,"",86
"15250","m/the_iron_ladies_2001","The Iron Ladies","NR","Art House & International, Comedy, Drama","2001-01-19","2018-07-25",104,"Rotten",56,"Upright",72
"15251","m/the_iron_lady","The Iron Lady","PG-13","Art House & International, Drama","2012-01-13","2016-11-01",105,"Rotten",52,"Spilled",51
"15252","m/the_iron_ministry","The Iron Ministry","NR","Documentary","2015-08-21","2017-02-16",82,"Fresh",89,"Spilled",50
"15253","m/the_island_2007","The Island (Ostrov)","NR","Art House & International, Drama","2007-10-26","2017-05-01",112,"Fresh",63,"Upright",81
"15254","m/the_island_at_the_top_of_the_world","The Island at the Top of the World","G","Action & Adventure, Kids & Family, Science Fiction & Fantasy","1974-01-01","2016-08-10",95,"Rotten",43,"Spilled",47
"15255","m/the_island_president","The Island President","PG","Documentary","2012-03-28","2017-01-25",101,"Certified-Fresh",98,"Upright",77
"15256","m/the_isle_2019","The Isle","NR","Horror, Science Fiction & Fantasy","2019-02-08","2019-02-09",96,"Fresh",67,"Upright",84
"15257","m/the_ivory_game","The Ivory Game","NR","Documentary","","2017-05-23",112,"Fresh",81,"Upright",74
"15258","m/the_jack_in_the_box","The Jack in the Box","NR","Horror","","2020-05-05",87,"Rotten",20,"Spilled",40
"15259","m/the_jaundiced_eye_2000","The Jaundiced Eye","NR","Documentary, Special Interest","2000-03-03","2016-09-29",90,"Fresh",100,"Upright",89
"15260","m/the_jeffrey_dahmer_files","The Jeffrey Dahmer Files","NR","Documentary, Special Interest","2013-02-15","2016-09-27",76,"Fresh",65,"Spilled",41
"15261","m/the_jetsons","The Jetsons","G","Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy","1990-07-06","2016-04-19",82,"Rotten",27,"Spilled",44
"15262","m/the_jewish_cardinal","The Jewish Cardinal","NR","Art House & International, Documentary, Special Interest, Faith & Spirituality","","2016-10-14",96,"Fresh",88,"Upright",71
"15263","m/the_jimmy_show","The Jimmy Show","R","Comedy, Drama","2001-12-01","2017-04-04",96,"Rotten",40,"Spilled",36
"15264","m/the_journey_2017","The Journey","PG-13","Art House & International, Drama","2017-06-16","2017-11-07",94,"Fresh",68,"Upright",64
"15265","m/the_judge_2014","The Judge","R","Comedy, Drama","2014-10-10","2015-11-05",141,"Rotten",48,"Upright",72
"15266","m/the_jungle_book_2016","The Jungle Book","PG","Action & Adventure, Kids & Family","2016-04-15","2016-08-23",105,"Certified-Fresh",94,"Upright",86
"15267","m/the_jurassic_games","The Jurassic Games","NR","","","2018-06-12",86,"Fresh",71,"Spilled",41
"15268","m/the_karate_kid_part_iii","The Karate Kid, Part III","PG","Action & Adventure, Drama, Kids & Family","1989-06-30","2014-01-09",111,"Rotten",15,"Spilled",35
"15269","m/the_keeper_of_lost_causes","The Keeper of Lost Causes (Kvinden i buret)","NR","Art House & International, Comedy, Mystery & Suspense","2016-06-17","2016-10-06",97,"Fresh",70,"Upright",67
"15270","m/the_keeping_hours","The Keeping Hours","PG-13","Drama, Science Fiction & Fantasy, Romance","","2018-07-24",91,"Fresh",80,"Upright",71
"15271","m/the_kid","The Kid","PG","Comedy, Kids & Family, Science Fiction & Fantasy","2000-07-07","",NA,"Rotten",49,"Spilled",49
"15272","m/the_kid_2019","The Kid","R","Drama, Western","2019-03-08","2019-06-04",100,"Rotten",45,"Spilled",45
"15273","m/the_kid_brother","The Kid Brother","NR","Comedy","1927-01-01","2016-11-18",83,"Fresh",100,"Upright",86
"15274","m/the_kid_who_would_be_king","The Kid Who Would Be King","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy","2019-01-25","2019-04-02",120,"Certified-Fresh",89,"Spilled",56
"15275","m/the_kid_with_a_bike","The Kid with a Bike","PG-13","Art House & International, Drama","2012-03-16","2016-03-09",87,"Certified-Fresh",96,"Upright",76
"15276","m/the_kidnapping_of_michel_houellebecq_2015","The Kidnapping of Michel Houellebecq","NR","Comedy, Drama","2015-03-25","2016-12-20",93,"Fresh",91,"Upright",66
"15277","m/the_kids_are_alright","The Kids Are Alright","PG","Documentary, Musical & Performing Arts","1979-12-31","2018-10-19",108,"Fresh",100,"Upright",88
"15278","m/the_kids_grow_up","The Kids Grow Up","NR","Documentary, Special Interest","2010-10-29","2016-12-13",90,"Rotten",59,"Upright",77
"15279","m/the_kill_hole","The Kill Hole","NR","Action & Adventure, Horror","2012-08-28","2017-03-13",91,"Rotten",25,"Spilled",26
"15280","m/the_kill_team","The Kill Team","NR","Documentary, Special Interest","2014-07-25","2016-08-10",79,"Certified-Fresh",90,"Upright",73
"15281","m/the_kill_team_2019","The Kill Team","R","Action & Adventure, Drama","2019-10-25","2019-10-22",87,"Fresh",70,"Spilled",42
"15282","m/the_killer_inside_me","The Killer Inside Me","R","Drama, Mystery & Suspense, Western","2010-06-18","2016-09-27",108,"Rotten",55,"Spilled",40
"15283","m/the_killing_of_a_sacred_deer","The Killing of a Sacred Deer","R","Drama","2017-10-20","2017-12-19",121,"Certified-Fresh",80,"Upright",63
"15284","m/the_kindergarten_teacher","The Kindergarten Teacher (Haganenet)","NR","Drama","2015-07-31","2016-09-07",119,"Fresh",77,"Spilled",45
"15285","m/the_kindergarten_teacher_2018","The Kindergarten Teacher","R","Drama","2018-10-12","",NA,"Certified-Fresh",91,"Upright",68
"15286","m/the_kindness_of_strangers_2019","The Kindness of Strangers","NR","Drama","2020-02-14","2020-02-14",112,"Rotten",18,"Upright",63
"15287","m/the_king_2006","The King","R","Drama","2006-05-19","2019-09-24",105,"Rotten",57,"Upright",66
"15288","m/the_king_2019","The King","R","Drama","2019-10-11","2019-11-01",140,"Fresh",71,"Upright",83
"15289","m/the_king_is_alive","The King Is Alive","R","Art House & International, Drama, Horror","2001-05-11","",108,"Fresh",60,"Spilled",57
"15290","m/the_king_of_masks_1999","The King of Masks","NR","Art House & International, Drama","1999-04-16","2017-04-03",101,"Fresh",89,"Upright",91
"15291","m/the_king_of_staten_island","The King of Staten Island","R","Comedy","2020-06-12","2020-05-28",137,"Fresh",74,"Upright",85
"15292","m/the_kingdom","The Kingdom","R","Action & Adventure, Drama, Mystery & Suspense","2007-09-28","2016-04-19",110,"Rotten",51,"Upright",76
"15293","m/the_kingdom_of_dreams_and_madness","The Kingdom of Dreams and Madness","NR","Documentary, Special Interest","2014-11-28","2016-08-10",118,"Fresh",92,"Upright",88
"15294","m/the_kings_choice","The King's Choice","NR","Drama","2017-09-22","2017-12-19",133,"Fresh",84,"Upright",84
"15295","m/the_kings_of_summer","The Kings of Summer","R","Comedy","2013-05-31","2015-10-01",93,"Certified-Fresh",76,"Upright",77
"15296","m/the_kings_speech","The King's Speech","PG-13","Drama","2010-11-26","2017-04-01",118,"Certified-Fresh",94,"Upright",92
"15297","m/the_kissing_booth","The Kissing Booth","NR","Comedy, Romance","2018-05-11","2018-05-11",105,"Rotten",17,"Spilled",57
"15298","m/the_kitchen","The Kitchen","R","Action & Adventure, Drama","2019-08-09","2019-08-27",102,"Rotten",24,"",69
"15299","m/the_knight_before_christmas","The Knight Before Christmas","NR","Comedy, Drama, Romance","","2019-11-21",93,"Fresh",70,"Spilled",42
"15300","m/the_knot_2012","The Knot","NR","Art House & International, Comedy, Romance","2012-10-05","2017-05-19",92,"Rotten",0,"Spilled",30
"15301","m/the_la_riot_spectacular","The L.A. Riot Spectacular","R","Comedy","2005-04-25","2017-05-06",80,"Rotten",38,"Spilled",40
"15302","m/the_ladies_man","The Ladies' Man","NR","Classics, Comedy","1961-06-28","2016-01-15",106,"Fresh",100,"Upright",69
"15303","m/the_lady_2011","The Lady","R","Drama","2012-04-13","2016-08-10",127,"Rotten",36,"Upright",62
"15304","m/the_lady_from_shanghai","The Lady From Shanghai","NR","Classics, Drama, Mystery & Suspense","1948-06-09","2013-01-01",87,"Certified-Fresh",82,"Upright",85
"15305","m/the_lady_in_the_van","The Lady In The Van","PG-13","Drama","2015-12-04","2016-08-10",104,"Certified-Fresh",89,"Upright",64
"15306","m/the_land_2016","The Land","R","Drama","2016-07-29","2017-03-23",101,"Fresh",70,"Upright",61
"15307","m/the_land_before_time_iii_the_time_of_great_giving","The Land Before Time III: The Time of Great Giving","G","Action & Adventure, Animation, Kids & Family, Musical & Performing Arts","1995-06-01","2014-10-21",61,"Fresh",60,"Spilled",38
"15308","m/the_land_of_steady_habits","The Land of Steady Habits","NR","Comedy, Drama","2018-09-14","2018-09-14",98,"Certified-Fresh",83,"Spilled",47
"15309","m/the_last_5_years","The Last 5 Years","PG-13","Comedy, Drama, Musical & Performing Arts","2015-02-13","2016-08-10",94,"Fresh",60,"Spilled",57
"15310","m/the_last_american_hero","The Last American Hero","PG","Action & Adventure, Classics, Drama, Sports & Fitness","1973-07-27","2012-09-18",95,"Fresh",80,"Spilled",49
"15311","m/the_last_big_thing","The Last Big Thing","R","Comedy, Drama","1996-10-11","2016-09-29",98,"Fresh",67,"Spilled",54
"15312","m/the_last_black_man_in_san_francisco","The Last Black Man in San Francisco","R","Drama","2019-06-07","2019-08-13",121,"Certified-Fresh",92,"",84
"15313","m/the_last_days","The Last Days (Los Últimos Días)","NR","Horror, Mystery & Suspense","2014-03-12","2016-07-15",102,"Fresh",91,"Spilled",49
"15314","m/the_last_days_on_mars","The Last Days On Mars","R","Science Fiction & Fantasy","2013-12-06","2016-08-10",96,"Rotten",18,"Spilled",25
"15315","m/the_last_dragon","The Last Dragon","PG-13","Action & Adventure, Comedy, Drama","1985-03-22","2013-03-26",109,"Rotten",58,"Upright",86
"15316","m/the_last_exorcism_part_ii_2013","The Last Exorcism Part II","PG-13","Horror, Mystery & Suspense","2013-03-01","2015-10-01",89,"Rotten",15,"Spilled",26
"15317","m/the_last_face_2017","The Last Face","R","Drama, Romance","2017-07-28","2017-07-28",131,"Rotten",8,"Spilled",33
"15318","m/the_last_full_measure","The Last Full Measure","R","Drama","2020-01-24","2020-04-07",110,"Rotten",59,"",96
"15319","m/the_last_gladiators_2011","The Last Gladiators","R","Documentary, Special Interest, Sports & Fitness","2013-02-01","2016-08-22",94,"Fresh",90,"Upright",80
"15320","m/the_last_heist","The Last Heist","NR","Action & Adventure","2016-06-17","2016-06-17",84,"Rotten",20,"Spilled",12
"15321","m/the_last_impresario","The Last Impresario","NR","Documentary, Special Interest","","2015-11-05",85,"Fresh",94,"Spilled",44
"15322","m/the_last_king_2016","The Last King","R","Action & Adventure, Art House & International, Drama","2016-06-17","2016-10-06",99,"Fresh",89,"Spilled",44
"15323","m/the_last_laugh","The Last Laugh (Der Letzte Mann)","PG","Art House & International, Drama","1925-01-05","2017-01-25",73,"Fresh",100,"Upright",88
"15324","m/the_last_laugh_2019","The Last Laugh","NR","Comedy","","2019-01-11",98,"Rotten",53,"Spilled",36
"15325","m/the_last_lions","The Last Lions","PG","Documentary, Special Interest","2011-02-18","2012-01-03",88,"Fresh",87,"Upright",88
"15326","m/the_last_man_on_the_moon","The Last Man On The Moon","NR","Documentary","2016-02-26","2017-03-07",95,"Certified-Fresh",94,"Upright",78
"15327","m/the_last_metro","The Last Metro (Le Dernier Métro)","PG","Art House & International, Drama, Romance","1981-02-11","2017-03-02",130,"Fresh",86,"Upright",80
"15328","m/the_last_mountain","The Last Mountain","PG","Documentary","2011-06-03","2017-03-23",95,"Certified-Fresh",81,"Upright",83
"15329","m/the_last_movie_star_2018","The Last Movie Star","R","Drama","2018-03-30","2018-03-27",96,"Rotten",59,"Upright",72
"15330","m/the_last_of_robin_hood","The Last Of Robin Hood","R","Drama","2014-08-29","2015-10-01",92,"Rotten",27,"Spilled",23
"15331","m/the_last_of_the_unjust","The Last of the Unjust","PG-13","Documentary, Special Interest","2014-02-07","2016-08-10",218,"Certified-Fresh",96,"Upright",78
"15332","m/the_last_photograph_2017","The Last Photograph","NR","Art House & International, Drama","","2019-09-06",85,"Fresh",71,"Spilled",57
"15333","m/the_last_race_2018","The Last Race","NR","Documentary, Sports & Fitness","2018-11-16","2018-11-16",74,"Fresh",93,"Upright",61
"15334","m/the_last_ride_2011","The Last Ride","PG-13","Drama","2012-06-22","2015-11-25",102,"Rotten",47,"Spilled",52
"15335","m/the_last_rites_of_joe_may","The Last Rites of Joe May","NR","Drama","2011-11-04","2016-08-10",102,"Fresh",74,"Upright",65
"15336","m/the_last_seduction","The Last Seduction","R","Drama, Mystery & Suspense","1994-06-18","2018-07-24",110,"Certified-Fresh",94,"Upright",76
"15337","m/the_last_sentence","The Last Sentence","NR","Drama","2014-06-20","2016-04-26",126,"Fresh",74,"Spilled",41
"15338","m/the_last_september","The Last September","R","Drama, Romance","2000-04-21","2014-12-21",103,"Rotten",42,"Spilled",33
"15339","m/the_last_sharknado_its_about_time","The Last Sharknado: It's About Time","NR","Action & Adventure, Comedy, Horror, Television","","2018-11-06",90,"Rotten",27,"Spilled",38
"15340","m/the_last_shot","The Last Shot","R","Comedy","2004-09-24","2016-08-10",93,"Fresh",62,"Spilled",32
"15341","m/the_last_starfighter","The Last Starfighter","PG","Action & Adventure, Science Fiction & Fantasy","1984-07-13","2016-04-19",100,"Fresh",74,"Upright",69
"15342","m/the_last_suit","The Last Suit (El último traje)","NR","Art House & International, Drama","2018-09-21","2019-03-08",92,"Fresh",78,"Upright",90
"15343","m/the_last_summer_2019","The Last Summer","NR","Comedy, Drama","","2019-05-03",109,"Rotten",17,"Spilled",24
"15344","m/the_last_survivors","The Last Survivors (The Well)","NR","Action & Adventure, Horror, Mystery & Suspense","2014-06-12","2016-08-18",95,"Fresh",75,"",NA
"15345","m/the_last_thing_he_wanted","The Last Thing He Wanted","R","Drama, Mystery & Suspense","2020-02-21","2020-02-21",115,"Rotten",5,"Spilled",13
"15346","m/the_last_waltz_1978","The Last Waltz","PG","Documentary, Musical & Performing Arts","1978-04-26","2017-04-18",117,"Certified-Fresh",98,"Upright",94
"15347","m/the_last_witch_hunter","The Last Witch Hunter","PG-13","Action & Adventure, Science Fiction & Fantasy","2015-10-23","2016-01-12",106,"Rotten",18,"Spilled",43
"15348","m/the_last_witness_2018","The Last Witness","NR","Mystery & Suspense","2018-05-29","2018-05-29",93,"Rotten",33,"Upright",64
"15349","m/the_last_word_2017","The Last Word","R","Comedy","2017-03-03","2017-05-16",108,"Rotten",40,"Upright",64
"15350","m/the_late_bloomer_2016","The Late Bloomer","R","Comedy","2016-10-07","2016-12-06",90,"Rotten",20,"Spilled",22
"15351","m/the_laundromat","The Laundromat","R","Comedy, Drama","2019-09-27","2019-10-18",96,"Rotten",41,"Spilled",40
"15352","m/the_law_in_these_parts_2012","The Law In These Parts","NR","Documentary, Special Interest","2012-11-14","2017-03-11",101,"Fresh",88,"Upright",79
"15353","m/the_laws_of_thermodynamics","The Laws of Thermodynamics (Las Leyes de la Termodinámica)","NR","Comedy","","2018-08-31",100,"Rotten",46,"Spilled",40
"15354","m/the_layover","The Layover","R","Comedy","2017-09-01","2017-12-22",95,"Rotten",0,"Spilled",22
"15355","m/the_lazarus_effect","The Lazarus Effect","PG-13","Horror","2015-02-27","2015-06-02",83,"Rotten",16,"Spilled",23
"15356","m/the_league_of_gentlemen","The League of Gentlemen","NR","Action & Adventure, Classics, Comedy, Drama","1959-08-22","2017-03-17",115,"Fresh",86,"Upright",84
"15357","m/the_ledge","The Ledge","R","Drama, Mystery & Suspense","2011-07-08","2016-11-30",101,"Rotten",14,"Spilled",48
"15358","m/the_legacy_of_a_whitetail_deer_hunter","The Legacy of a Whitetail Deer Hunter","NR","Comedy","","2018-07-06",83,"Rotten",30,"Spilled",42
"15359","m/the_legend_of_420","The Legend Of 420","NR","Documentary","2017-10-06","2019-06-20",87,"Fresh",83,"Upright",94
"15360","m/the_legend_of_ben_hall","The Legend of Ben Hall","NR","Action & Adventure, Drama, Western","2016-12-16","2017-08-01",139,"Rotten",50,"Upright",76
"15361","m/the_legend_of_cocaine_island","The Legend of Cocaine Island","NR","Documentary","","",NA,"Fresh",78,"Upright",65
"15362","m/the_legend_of_hercules","The Legend of Hercules","PG-13","Action & Adventure, Science Fiction & Fantasy","2014-01-10","2015-09-01",98,"Rotten",4,"Spilled",33
"15363","m/the_legend_of_tarzan","The Legend of Tarzan","PG-13","Action & Adventure","2016-07-01","2016-09-20",110,"Rotten",36,"Spilled",58
"15364","m/the_legion","The Legion","R","Action & Adventure, Drama","2020-05-08","",NA,"",NA,"",NA
"15365","m/the_lego_batman_movie","The Lego Batman Movie","PG","Action & Adventure, Animation, Comedy, Kids & Family","2017-02-10","2017-05-19",106,"Certified-Fresh",90,"Upright",80
"15366","m/the_lego_movie","The LEGO Movie","PG","Action & Adventure, Animation, Comedy, Kids & Family","2014-02-07","2015-10-31",95,"Certified-Fresh",96,"Upright",87
"15367","m/the_lego_movie_2_the_second_part","The LEGO Movie 2: The Second Part","PG","Animation, Comedy","2019-02-08","2019-04-16",107,"Certified-Fresh",85,"Upright",68
"15368","m/the_lego_ninjago_movie","The Lego Ninjago Movie","PG","Action & Adventure, Animation, Comedy, Kids & Family","2017-09-22","2017-12-12",101,"Rotten",56,"Spilled",46
"15369","m/the_leisure_seeker","The Leisure Seeker","R","Action & Adventure, Drama, Romance","2018-03-09","2018-07-10",112,"Rotten",38,"Spilled",56
"15370","m/the_leopard_1963","The Leopard","PG","Art House & International, Classics, Drama","1963-07-15","2016-08-10",165,"Certified-Fresh",98,"Upright",89
"15371","m/the_lesser_blessed","The Lesser Blessed","R","Drama","","2013-06-25",86,"Rotten",50,"Spilled",58
"15372","m/the_letters_2015","The Letters","PG","Drama","2015-12-04","2016-10-01",119,"Rotten",29,"Upright",66
"15373","m/the_levelling","The Levelling","R","Drama","2017-03-24","2017-04-25",83,"Fresh",94,"Spilled",57
"15374","m/the_liability_2013","The Liability","R","Art House & International, Mystery & Suspense","","2016-05-23",82,"Fresh",61,"Spilled",35
"15375","m/the_liberator_2014","The Liberator","R","Drama","2014-10-03","2015-03-09",119,"Rotten",38,"Upright",65
"15376","m/the_lie_2011","The Lie","R","Comedy, Drama","2011-11-18","2016-07-02",82,"Fresh",74,"Spilled",48
"15377","m/the_life_and_times_of_hank_greenberg","The Life and Times of Hank Greenberg","PG","Documentary, Special Interest, Sports & Fitness","2000-01-12","2017-01-08",89,"Certified-Fresh",97,"Upright",80
"15378","m/the_lifeguard","The Lifeguard","R","Comedy, Drama","2013-08-30","2016-05-23",98,"Rotten",16,"Spilled",26
"15379","m/the_light_between_oceans","The Light Between Oceans","PG-13","Drama, Romance","2016-09-02","2017-01-24",133,"Fresh",61,"Upright",61
"15380","m/the_lighthouse_2019","The Lighthouse","R","Drama, Horror, Science Fiction & Fantasy","2019-10-25","2019-10-18",110,"Certified-Fresh",90,"",72
"15381","m/the_limehouse_golem","The Limehouse Golem","NR","Art House & International, Horror, Mystery & Suspense","2017-09-08","2017-09-08",109,"Certified-Fresh",74,"Spilled",55
"15382","m/the_lion_king","The Lion King","G","Action & Adventure, Animation, Drama, Kids & Family, Musical & Performing Arts","1994-06-15","2017-08-15",87,"Certified-Fresh",93,"Upright",93
"15383","m/the_lion_king_2019","The Lion King","PG","Action & Adventure, Animation, Drama","2019-07-19","2019-08-27",118,"Rotten",52,"",88
